Exercice;Section;D/R;Fonction;Libellé fonction;Nature; BP2015 
2015;F;D;213;CLASSES REGROUPEES;64162; 358 138,00    
2015;F;D;213;CLASSES REGROUPEES;6451; 5 922 646,00    
2015;F;D;213;CLASSES REGROUPEES;6453; 7 228 818,00    
2015;F;D;213;CLASSES REGROUPEES;64731; 124 962,00    
2015;F;D;213;CLASSES REGROUPEES;6488; 177 959,00    
2015;F;D;213;CLASSES REGROUPEES;657361; 172 000,00    
2015;F;D;213;CLASSES REGROUPEES;6574; 3 022 206,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;60612; 106 604,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;60623; 3 000 000,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;60628; 260 500,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;60631; 93 500,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;60632; 52 000,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;60636; 21 000,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;6064; 28 000,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;6065; 4 000,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;611; 2 300,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;6135; 50 000,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;61522; 22 000,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;61523; 3 000,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;61551; 28 500,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;61558; 59 000,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;6156; 69 600,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;6182; 1 000,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;6188; 3 400,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;6228; 20 000,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;6232; 4 000,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;6238; 30 000,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;6247; 900,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;6282; 400,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;6283; 6 100,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;6331; 34 691,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;64111; 1 547 339,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;64112; 53 743,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;64118; 340 233,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;64131; 183 993,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;64162; 62 902,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;6451; 320 201,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;6453; 489 098,00    
2015;F;D;251;HEBERGEMENT ET RESTAURATION SCOLAIRE;64731; 13 809,00    
2015;F;D;30;SERVICES COMMUNS;60612; 141 304,00    
2015;F;D;30;SERVICES COMMUNS;60623; 32 860,00    
2015;F;D;30;SERVICES COMMUNS;60624; 50,00    
2015;F;D;30;SERVICES COMMUNS;60628; 6 000,00    
2015;F;D;30;SERVICES COMMUNS;60631; 300,00    
2015;F;D;30;SERVICES COMMUNS;60632; 24 400,00    
2015;F;D;30;SERVICES COMMUNS;60636; 1 600,00    
2015;F;D;30;SERVICES COMMUNS;6064; 4 000,00    
2015;F;D;30;SERVICES COMMUNS;6065; 28 000,00    
2015;F;D;30;SERVICES COMMUNS;611; 5 000,00    
2015;F;D;30;SERVICES COMMUNS;6135; 288 960,00    
2015;F;D;30;SERVICES COMMUNS;61521; 15 000,00    
2015;F;D;30;SERVICES COMMUNS;61522; 118 050,00    
2015;F;D;30;SERVICES COMMUNS;61558; 2 000,00    
2015;F;D;30;SERVICES COMMUNS;6156; 15 000,00    
2015;F;D;30;SERVICES COMMUNS;6182; 500,00    
2015;F;D;30;SERVICES COMMUNS;6188; 87 500,00    
2015;F;D;30;SERVICES COMMUNS;6218; 100 000,00    
2015;F;D;30;SERVICES COMMUNS;6226; 70 000,00    
2015;F;D;30;SERVICES COMMUNS;6231; 204 000,00    
2015;F;D;30;SERVICES COMMUNS;6232; 154 320,00    
2015;F;D;30;SERVICES COMMUNS;6233; 252 500,00    
2015;F;D;30;SERVICES COMMUNS;6236; 38 000,00    
2015;F;D;30;SERVICES COMMUNS;6237; 120 000,00    
2015;F;D;30;SERVICES COMMUNS;6238; 380 000,00    
2015;F;D;30;SERVICES COMMUNS;6241; 80 000,00    
2015;F;D;30;SERVICES COMMUNS;6251; 50 000,00    
2015;F;D;30;SERVICES COMMUNS;6257; 50 000,00    
2015;F;D;30;SERVICES COMMUNS;627; 50,00    
2015;F;D;30;SERVICES COMMUNS;6281; 1 000,00    
2015;F;D;30;SERVICES COMMUNS;6282; 300 000,00    
2015;F;D;30;SERVICES COMMUNS;6283; 7 000,00    
2015;F;D;30;SERVICES COMMUNS;62878; 120 000,00    
2015;F;D;30;SERVICES COMMUNS;6331; 18 805,00    
2015;F;D;30;SERVICES COMMUNS;637; 40 000,00    
2015;F;D;30;SERVICES COMMUNS;64111; 842 106,00    
2015;F;D;30;SERVICES COMMUNS;64112; 22 279,00    
2015;F;D;30;SERVICES COMMUNS;64118; 296 252,00    
2015;F;D;30;SERVICES COMMUNS;64131; 181 930,00    
2015;F;D;30;SERVICES COMMUNS;6451; 180 764,00    
2015;F;D;30;SERVICES COMMUNS;6453; 270 653,00    
2015;F;D;30;SERVICES COMMUNS;64731; 28 949,00    
2015;F;D;30;SERVICES COMMUNS;6488; 51 810,00    
2015;F;D;30;SERVICES COMMUNS;6574; 1 800 000,00    
2015;F;D;30;SERVICES COMMUNS;658; 20 000,00    
2015;F;D;313;THEATRES;60623; 4 000,00    
2015;F;D;313;THEATRES;60624; 30,00    
2015;F;D;313;THEATRES;60628; 2 000,00    
2015;F;D;313;THEATRES;60631; 1 100,00    
2015;F;D;313;THEATRES;60632; 10 000,00    
2015;F;D;313;THEATRES;6064; 2 570,00    
2015;F;D;313;THEATRES;6065; 500,00    
2015;F;D;313;THEATRES;611; 500,00    
2015;F;D;313;THEATRES;6135; 24 000,00    
2015;F;D;313;THEATRES;61522; 13 400,00    
2015;F;D;313;THEATRES;61558; 1 000,00    
2015;F;D;313;THEATRES;6156; 3 000,00    
2015;F;D;313;THEATRES;6182; 500,00    
2015;F;D;313;THEATRES;6188; 1 500,00    
2015;F;D;313;THEATRES;6218; 70 000,00    
2015;F;D;313;THEATRES;6236; 17 000,00    
2015;F;D;313;THEATRES;6238; 299 000,00    
2015;F;D;313;THEATRES;6241; 100,00    
2015;F;D;313;THEATRES;6251; 5 000,00    
2015;F;D;313;THEATRES;6257; 29 000,00    
2015;F;D;313;THEATRES;627; 100,00    
2015;F;D;313;THEATRES;6282; 19 000,00    
2015;F;D;313;THEATRES;62878; 50,00    
2015;F;D;313;THEATRES;6331; 4 937,00    
2015;F;D;313;THEATRES;637; 20 000,00    
2015;F;D;313;THEATRES;64111; 153 764,00    
2015;F;D;313;THEATRES;64112; 7 479,00    
2015;F;D;313;THEATRES;64118; 47 987,00    
2015;F;D;313;THEATRES;64131; 94 916,00    
2015;F;D;313;THEATRES;6451; 54 329,00    
2015;F;D;313;THEATRES;6453; 53 744,00    
2015;F;D;313;THEATRES;6488; 13 686,00    
2015;F;D;313;THEATRES;658; 50,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;60623; 1 500,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;60628; 3 000,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;60631; 200,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;60632; 3 500,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;6064; 3 000,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;6135; 52 500,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;61522; 1 250,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;61558; 1 000,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;6156; 2 500,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;617; 7 500,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;6236; 25 000,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;6238; 24 000,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;6241; 5 000,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;6251; 500,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;6257; 1 300,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;627; 200,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;6281; 1 800,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;6331; 2 404,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;637; 15 000,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;64111; 73 373,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;64112; 747,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;64118; 26 460,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;64131; 48 243,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;6451; 27 620,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;6453; 24 864,00    
2015;F;D;314;CINEMAS ET AUTRES SALLES DE SPECTACLES;6488; 6 969,00    
2015;F;D;322;MUSEES;60623; 6 000,00    
2015;F;D;322;MUSEES;60624; 100,00    
2015;F;D;322;MUSEES;60628; 18 000,00    
2015;F;D;322;MUSEES;60631; 600,00    
2015;F;D;322;MUSEES;60632; 12 000,00    
2015;F;D;322;MUSEES;6064; 3 000,00    
2015;F;D;322;MUSEES;6065; 5 000,00    
2015;F;D;322;MUSEES;611; 1 300,00    
2015;F;D;322;MUSEES;6135; 10 000,00    
2015;F;D;322;MUSEES;61521; 300,00    
2015;F;D;322;MUSEES;61522; 7 800,00    
2015;F;D;322;MUSEES;61558; 1 000,00    
2015;F;D;322;MUSEES;6156; 7 000,00    
2015;F;D;322;MUSEES;6182; 5 000,00    
2015;F;D;322;MUSEES;6188; 120,00    
2015;F;D;322;MUSEES;6218; 25 000,00    
2015;F;D;322;MUSEES;6226; 50 000,00    
2015;F;D;322;MUSEES;6227; 15,00    
2015;F;D;322;MUSEES;6231; 1 000,00    
2015;F;D;322;MUSEES;6233; 186 000,00    
2015;F;D;322;MUSEES;6236; 15 000,00    
2015;F;D;322;MUSEES;6238; 269 500,00    
2015;F;D;322;MUSEES;6241; 80 000,00    
2015;F;D;322;MUSEES;6251; 60 000,00    
2015;F;D;322;MUSEES;6257; 40 000,00    
2015;F;D;322;MUSEES;6261; 50,00    
2015;F;D;322;MUSEES;627; 15,00    
2015;F;D;322;MUSEES;6282; 100 000,00    
2015;F;D;322;MUSEES;6331; 7 842,00    
2015;F;D;322;MUSEES;637; 4 000,00    
2015;F;D;322;MUSEES;64111; 265 158,00    
2015;F;D;322;MUSEES;64112; 4 374,00    
2015;F;D;322;MUSEES;64118; 80 268,00    
2015;F;D;322;MUSEES;64131; 63 685,00    
2015;F;D;322;MUSEES;64162; 67 529,00    
2015;F;D;322;MUSEES;6451; 67 314,00    
2015;F;D;322;MUSEES;6453; 122 863,00    
2015;F;D;322;MUSEES;6488; 23 553,00    
2015;F;D;323;ARCHIVES;60624; 70,00    
2015;F;D;323;ARCHIVES;60628; 200,00    
2015;F;D;323;ARCHIVES;60631; 200,00    
2015;F;D;323;ARCHIVES;60632; 1 500,00    
2015;F;D;323;ARCHIVES;60636; 50,00    
2015;F;D;323;ARCHIVES;6064; 13 500,00    
2015;F;D;323;ARCHIVES;6065; 1 000,00    
2015;F;D;323;ARCHIVES;611; 35 000,00    
2015;F;D;323;ARCHIVES;6156; 3 500,00    
2015;F;D;323;ARCHIVES;617; 4 000,00    
2015;F;D;323;ARCHIVES;6182; 400,00    
2015;F;D;323;ARCHIVES;6233; 14 970,00    
2015;F;D;323;ARCHIVES;6236; 9 000,00    
2015;F;D;323;ARCHIVES;6238; 1 000,00    
2015;F;D;323;ARCHIVES;6241; 8 000,00    
2015;F;D;323;ARCHIVES;6281; 280,00    
2015;F;D;323;ARCHIVES;6282; 7 330,00    
2015;F;D;323;ARCHIVES;62878; 84 000,00    
2015;F;D;323;ARCHIVES;6331; 9 743,00    
2015;F;D;323;ARCHIVES;64111; 509 263,00    
2015;F;D;323;ARCHIVES;64112; 11 830,00    
2015;F;D;323;ARCHIVES;64118; 112 080,00    
2015;F;D;323;ARCHIVES;6451; 85 674,00    
2015;F;D;323;ARCHIVES;6453; 158 734,00    
2015;F;D;323;ARCHIVES;6488; 23 746,00    
2015;F;D;33;ACTION CULTURELLE;6262; 6 000,00    
2015;F;D;40;SERVICES COMMUNS;60636; 10 000,00    
2015;F;D;40;SERVICES COMMUNS;6064; 4 500,00    
2015;F;D;40;SERVICES COMMUNS;6132; 50 000,00    
2015;F;D;40;SERVICES COMMUNS;6135; 77 376,00    
2015;F;D;40;SERVICES COMMUNS;61558; 8 200,00    
2015;F;D;40;SERVICES COMMUNS;6188; 517 173,00    
2015;F;D;40;SERVICES COMMUNS;6231; 100 000,00    
2015;F;D;40;SERVICES COMMUNS;6232; 24 000,00    
2015;F;D;40;SERVICES COMMUNS;6233; 34 000,00    
2015;F;D;40;SERVICES COMMUNS;6236; 6 000,00    
2015;F;D;40;SERVICES COMMUNS;6331; 52 904,00    
2015;F;D;40;SERVICES COMMUNS;64111; 2 664 965,00    
2015;F;D;40;SERVICES COMMUNS;64112; 102 912,00    
2015;F;D;40;SERVICES COMMUNS;64118; 626 015,00    
2015;F;D;40;SERVICES COMMUNS;64131; 5 349,00    
2015;F;D;40;SERVICES COMMUNS;64162; 53 508,00    
2015;F;D;40;SERVICES COMMUNS;6451; 456 468,00    
2015;F;D;40;SERVICES COMMUNS;6453; 837 393,00    
2015;F;D;40;SERVICES COMMUNS;6488; 180 303,00    
2015;F;D;40;SERVICES COMMUNS;6574; 1 857 949,00    
2015;F;D;411;SALLES DE SPORT, GYMNASES;60628; 59 000,00    
2015;F;D;411;SALLES DE SPORT, GYMNASES;60631; 21 800,00    
2015;F;D;411;SALLES DE SPORT, GYMNASES;60632; 49 300,00    
2015;F;D;411;SALLES DE SPORT, GYMNASES;614; 13 600,00    
2015;F;D;411;SALLES DE SPORT, GYMNASES;61521; 1 080,00    
2015;F;D;411;SALLES DE SPORT, GYMNASES;61522; 123 380,00    
2015;F;D;411;SALLES DE SPORT, GYMNASES;6156; 34 080,00    
2015;F;D;411;SALLES DE SPORT, GYMNASES;6282; 10 850,00    
2015;F;D;411;SALLES DE SPORT, GYMNASES;6283; 540,00    
2015;F;D;411;SALLES DE SPORT, GYMNASES;64731; 4 885,00    
2015;F;D;411;SALLES DE SPORT, GYMNASES;658; 20 000,00    
2015;F;D;412;STADES;60612; 559 320,00    
2015;F;D;412;STADES;60613; 11 730,00    
2015;F;D;412;STADES;60628; 34 600,00    
2015;F;D;412;STADES;60631; 6 700,00    
2015;F;D;412;STADES;60632; 15 080,00    
2015;F;D;412;STADES;61521; 132 000,00    
2015;F;D;412;STADES;61522; 2 000,00    
2015;F;D;412;STADES;61523; 3 800,00    
2015;F;D;412;STADES;61551; 2 590,00    
2015;F;D;415;MANIFESTATIONS SPORTIVES;60628; 1 500,00    
2015;F;D;415;MANIFESTATIONS SPORTIVES;60632; 10 000,00    
2015;F;D;415;MANIFESTATIONS SPORTIVES;60636; 9 080,00    
2015;F;D;415;MANIFESTATIONS SPORTIVES;611; 15 000,00    
2015;F;D;415;MANIFESTATIONS SPORTIVES;6135; 43 100,00    
2015;F;D;415;MANIFESTATIONS SPORTIVES;61521; 239 500,00    
2015;F;D;415;MANIFESTATIONS SPORTIVES;61558; 5 000,00    
2015;F;D;415;MANIFESTATIONS SPORTIVES;6188; 75 520,00    
2015;F;D;415;MANIFESTATIONS SPORTIVES;6232; 52 000,00    
2015;F;D;415;MANIFESTATIONS SPORTIVES;6236; 8 500,00    
2015;F;D;415;MANIFESTATIONS SPORTIVES;6238; 13 600,00    
2015;F;D;415;MANIFESTATIONS SPORTIVES;6247; 23 000,00    
2015;F;D;421;CENTRES DE LOISIRS;6042; 306 000,00    
2015;F;D;421;CENTRES DE LOISIRS;60623; 28 000,00    
2015;F;D;421;CENTRES DE LOISIRS;60624; 6 000,00    
2015;F;D;421;CENTRES DE LOISIRS;60628; 25 000,00    
2015;F;D;421;CENTRES DE LOISIRS;60631; 3 000,00    
2015;F;D;421;CENTRES DE LOISIRS;60632; 26 000,00    
2015;F;D;421;CENTRES DE LOISIRS;6064; 16 000,00    
2015;F;D;421;CENTRES DE LOISIRS;6065; 10 000,00    
2015;F;D;421;CENTRES DE LOISIRS;6132; 400,00    
2015;F;D;421;CENTRES DE LOISIRS;6135; 400,00    
2015;F;D;421;CENTRES DE LOISIRS;61522; 7 930,00    
2015;F;D;421;CENTRES DE LOISIRS;6188; 40 000,00    
2015;F;D;421;CENTRES DE LOISIRS;6236; 1 000,00    
2015;F;D;421;CENTRES DE LOISIRS;6238; 230 000,00    
2015;F;D;421;CENTRES DE LOISIRS;6247; 180 000,00    
2015;F;D;421;CENTRES DE LOISIRS;627; 500,00    
2015;F;D;421;CENTRES DE LOISIRS;6282; 240,00    
2015;F;D;421;CENTRES DE LOISIRS;6283; 158 000,00    
2015;F;D;421;CENTRES DE LOISIRS;6331; 2 296,00    
2015;F;D;421;CENTRES DE LOISIRS;64111; 116 897,00    
2015;F;D;421;CENTRES DE LOISIRS;64112; 1 225,00    
2015;F;D;421;CENTRES DE LOISIRS;64118; 25 393,00    
2015;F;D;421;CENTRES DE LOISIRS;6451; 20 164,00    
2015;F;D;421;CENTRES DE LOISIRS;6453; 36 416,00    
2015;F;D;421;CENTRES DE LOISIRS;6488; 4 564,00    
2015;F;D;421;CENTRES DE LOISIRS;658; 2 000,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6042; 85 000,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;60612; 364 798,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;60623; 87 389,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;60624; 3 000,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;60628; 16 954,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;60631; 26 047,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;60632; 43 972,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;60636; 1 500,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6064; 20 560,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6068; 1 626,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6132; 17 159,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6135; 19 000,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;61522; 73 311,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;61523; 5 000,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;61558; 4 274,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6156; 79 374,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6182; 5 550,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6188; 118 318,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6218; 57 000,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6226; 3 500,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6228; 630,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6231; 2 400,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6232; 2 200,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6236; 32 300,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6238; 131 202,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6247; 20 000,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6257; 15 185,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6262; 70 000,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;627; 300,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6281; 5 133,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6282; 26 080,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6283; 7 000,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6331; 82 680,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;637; 19 250,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;64111; 3 381 958,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;64112; 119 372,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;64118; 847 544,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;64131; 778 553,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6451; 858 554,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6453; 1 046 316,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;64731; 39 132,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6488; 210 101,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6574; 115 610,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;6714; 17 470,00    
2015;F;D;422;AUTRES ACTIVITES POUR LES JEUNES;678; 5 000,00    
2015;F;D;520;SERVICES COMMUNS;60623; 300,00    
2015;F;D;520;SERVICES COMMUNS;60628; 2 900,00    
2015;F;D;520;SERVICES COMMUNS;611; 79 910,00    
2015;F;D;520;SERVICES COMMUNS;6135; 30 620,00    
2015;F;D;520;SERVICES COMMUNS;6156; 4 810,00    
2015;F;D;520;SERVICES COMMUNS;617; 25 000,00    
2015;F;D;520;SERVICES COMMUNS;6182; 1 500,00    
2015;F;D;520;SERVICES COMMUNS;6188; 238 750,00    
2015;F;D;520;SERVICES COMMUNS;6226; 89 090,00    
2015;F;D;520;SERVICES COMMUNS;6231; 50 000,00    
2015;F;D;520;SERVICES COMMUNS;6233; 322 180,00    
2015;F;D;520;SERVICES COMMUNS;6236; 79 000,00    
2015;F;D;520;SERVICES COMMUNS;6238; 8 040,00    
2015;F;D;520;SERVICES COMMUNS;6331; 4 534,00    
2015;F;D;520;SERVICES COMMUNS;64111; 187 067,00    
2015;F;D;520;SERVICES COMMUNS;64112; 7 260,00    
2015;F;D;520;SERVICES COMMUNS;64118; 33 662,00    
2015;F;D;520;SERVICES COMMUNS;64131; 42 697,00    
2015;F;D;520;SERVICES COMMUNS;6451; 45 203,00    
2015;F;D;520;SERVICES COMMUNS;6453; 60 639,00    
2015;F;D;520;SERVICES COMMUNS;6488; 14 251,00    
2015;F;D;520;SERVICES COMMUNS;65733; 225 000,00    
2015;F;D;520;SERVICES COMMUNS;657362; 12 207 000,00    
2015;F;D;520;SERVICES COMMUNS;6574; 941 891,00    
2015;F;D;520;SERVICES COMMUNS;658; 80 000,00    
2015;F;D;520;SERVICES COMMUNS;6713; 33 000,00    
2015;F;D;522;ACTIONS EN FAVEUR DE L'ENFANCE ET DE L'ADOLESCENCE;6574; 21 973,00    
2015;F;D;524;AUTRES SERVICES;6574; 36 106,00    
2015;F;D;524;AUTRES SERVICES;6718; 50,00    
2015;F;D;64;CRECHES ET GARDERIES;6042; 2 434 800,00    
2015;F;D;64;CRECHES ET GARDERIES;60612; 174 268,00    
2015;F;D;64;CRECHES ET GARDERIES;60623; 561 000,00    
2015;F;D;64;CRECHES ET GARDERIES;60624; 7 500,00    
2015;F;D;64;CRECHES ET GARDERIES;60628; 180 400,00    
2015;F;D;64;CRECHES ET GARDERIES;60631; 50 000,00    
2015;F;D;64;CRECHES ET GARDERIES;60632; 87 000,00    
2015;F;D;64;CRECHES ET GARDERIES;60636; 27 000,00    
2015;F;D;64;CRECHES ET GARDERIES;6064; 14 000,00    
2015;F;D;64;CRECHES ET GARDERIES;61521; 6 170,00    
2015;F;D;64;CRECHES ET GARDERIES;61522; 200 330,00    
2015;F;D;64;CRECHES ET GARDERIES;61523; 4 000,00    
2015;F;D;64;CRECHES ET GARDERIES;61558; 43 000,00    
2015;F;D;64;CRECHES ET GARDERIES;6156; 70 300,00    
2015;F;D;64;CRECHES ET GARDERIES;6188; 64 500,00    
2015;F;D;64;CRECHES ET GARDERIES;6228; 12 250,00    
2015;F;D;64;CRECHES ET GARDERIES;6231; 2 000,00    
2015;F;D;64;CRECHES ET GARDERIES;6236; 300,00    
2015;F;D;64;CRECHES ET GARDERIES;6238; 17 000,00    
2015;F;D;64;CRECHES ET GARDERIES;6262; 28 000,00    
2015;F;D;64;CRECHES ET GARDERIES;627; 6 000,00    
2015;F;D;64;CRECHES ET GARDERIES;6282; 10 000,00    
2015;F;D;64;CRECHES ET GARDERIES;6283; 9 500,00    
2015;F;D;64;CRECHES ET GARDERIES;6331; 266 418,00    
2015;F;D;64;CRECHES ET GARDERIES;637; 100,00    
2015;F;D;64;CRECHES ET GARDERIES;64111; 10 989 561,00    
2015;F;D;64;CRECHES ET GARDERIES;64112; 327 913,00    
2015;F;D;64;CRECHES ET GARDERIES;64118; 2 477 514,00    
2015;F;D;64;CRECHES ET GARDERIES;64131; 2 989 438,00    
2015;F;D;64;CRECHES ET GARDERIES;6417; 53 808,00    
2015;F;D;64;CRECHES ET GARDERIES;6451; 2 702 582,00    
2015;F;D;64;CRECHES ET GARDERIES;6453; 3 558 881,00    
2015;F;D;64;CRECHES ET GARDERIES;64731; 95 604,00    
2015;F;D;64;CRECHES ET GARDERIES;6488; 623 355,00    
2015;F;D;64;CRECHES ET GARDERIES;658; 503 750,00    
2015;F;D;64;CRECHES ET GARDERIES;678; 4 000,00    
2015;F;D;810;SERVICES COMMUNS;60632; 700,00    
2015;F;D;810;SERVICES COMMUNS;60636; 500,00    
2015;F;D;810;SERVICES COMMUNS;6064; 10 000,00    
2015;F;D;810;SERVICES COMMUNS;617; 36 000,00    
2015;F;D;810;SERVICES COMMUNS;6331; 14 202,00    
2015;F;D;810;SERVICES COMMUNS;64111; 639 709,00    
2015;F;D;810;SERVICES COMMUNS;64112; 21 058,00    
2015;F;D;810;SERVICES COMMUNS;64118; 229 734,00    
2015;F;D;810;SERVICES COMMUNS;64131; 77 122,00    
2015;F;D;810;SERVICES COMMUNS;6451; 135 461,00    
