Exercice;Section;D/R;Fonction;Libellé fonction;Nature; BP2015 
2015;F;D;024;FETES ET CEREMONIES;64162; 17 836,00    
2015;F;D;024;FETES ET CEREMONIES;6451; 82 269,00    
2015;F;D;024;FETES ET CEREMONIES;6453; 114 508,00    
2015;F;D;024;FETES ET CEREMONIES;6488; 65 129,00    
2015;F;D;025;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS);60628; 200,00    
2015;F;D;025;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS);611; 2 400,00    
2015;F;D;025;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS);6135; 61 400,00    
2015;F;D;025;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS);6184; 8 550,00    
2015;F;D;025;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS);6188; 6 500,00    
2015;F;D;025;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS);6238; 10 000,00    
2015;F;D;025;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS);6257; 5 000,00    
2015;F;D;025;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS);6282; 2 100,00    
2015;F;D;025;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS);637; 400,00    
2015;F;D;025;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS);6574; 144 280,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;60611; 18 050,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;60612; 8 226,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;60621; 6 000,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;60622; 100,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;60628; 2 000,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;60631; 700,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;60632; 2 000,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;60636; 11 000,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;6064; 2 000,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;611; 1 000,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;6135; 100,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;61521; 10 000,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;61522; 600,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;61523; 430 063,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;61558; 1 000,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;6156; 8 000,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;6238; 2 700,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;627; 200,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;6282; 200,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;62878; 82 000,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;6331; 8 300,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;64111; 397 598,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;64112; 13 943,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;64118; 74 288,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;64131; 20 952,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;6451; 75 782,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;6453; 126 245,00    
2015;F;D;026;CIMETIERES ET POMPES FUNEBRES;6488; 27 239,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;60623; 7 000,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;60628; 1 500,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;60631; 1 500,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;60632; 1 300,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6064; 1 300,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6135; 10 000,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;61522; 10 000,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;61558; 5 000,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6156; 7 500,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6185; 8 000,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6188; 10 000,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6226; 5 000,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6232; 35 000,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6238; 5 000,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6241; 2 000,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6244; 80,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6247; 7 270,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6251; 20 000,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6256; 4 000,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6257; 25 000,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6261; 1 000,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;627; 50,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6281; 20 000,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6282; 4 000,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6283; 2 500,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6331; 6 172,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;64111; 203 744,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;64112; 7 445,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;64118; 82 673,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;64131; 114 786,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6451; 67 768,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6453; 78 286,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;64731; 37 495,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6488; 15 060,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6532; 20 000,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6574; 235 310,00    
2015;F;D;048;AUTRES ACTIONS DE COOPERATION DECENTRALISEE;6714; 27 000,00    
2015;F;D;112;POLICE MUNICIPALE;60623; 11 000,00    
2015;F;D;112;POLICE MUNICIPALE;60628; 16 160,00    
2015;F;D;112;POLICE MUNICIPALE;60631; 500,00    
2015;F;D;112;POLICE MUNICIPALE;60632; 24 172,00    
2015;F;D;112;POLICE MUNICIPALE;60636; 175 350,00    
2015;F;D;112;POLICE MUNICIPALE;6064; 10 500,00    
2015;F;D;112;POLICE MUNICIPALE;611; 106 200,00    
2015;F;D;112;POLICE MUNICIPALE;6135; 45 750,00    
2015;F;D;112;POLICE MUNICIPALE;61551; 1 000,00    
2015;F;D;112;POLICE MUNICIPALE;61558; 10 000,00    
2015;F;D;112;POLICE MUNICIPALE;6156; 180 480,00    
2015;F;D;112;POLICE MUNICIPALE;617; 48 992,00    
2015;F;D;112;POLICE MUNICIPALE;6188; 4 640,00    
2015;F;D;112;POLICE MUNICIPALE;6236; 21 000,00    
2015;F;D;112;POLICE MUNICIPALE;6262; 30 000,00    
2015;F;D;112;POLICE MUNICIPALE;6281; 6 290,00    
2015;F;D;112;POLICE MUNICIPALE;6282; 19 000,00    
2015;F;D;112;POLICE MUNICIPALE;6331; 80 691,00    
2015;F;D;112;POLICE MUNICIPALE;64111; 4 297 115,00    
2015;F;D;112;POLICE MUNICIPALE;64112; 218 014,00    
2015;F;D;112;POLICE MUNICIPALE;64118; 1 606 450,00    
2015;F;D;112;POLICE MUNICIPALE;64131; 77 841,00    
2015;F;D;112;POLICE MUNICIPALE;6451; 719 137,00    
2015;F;D;112;POLICE MUNICIPALE;6453; 1 263 587,00    
2015;F;D;112;POLICE MUNICIPALE;6488; 274 301,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;60624; 52 600,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;60628; 14 400,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;60631; 2 450,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;60632; 600,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;60636; 1 600,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;6064; 4 500,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;611; 100 000,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;614; 580,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;6156; 20 900,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;6226; 7 000,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;6241; 500,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;6281; 1 610,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;6331; 12 070,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;64111; 1 019 194,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;64112; 18 457,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;64118; 185 450,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;64131; 47 617,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;6451; 112 535,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;6453; 182 681,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;6488; 29 447,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;6554; 265 000,00    
2015;F;D;12;HYGIENE ET SALUBRITE PUBLIQUE;658; 9 500,00    
2015;F;D;211;ECOLES MATERNELLES;60612; 1 058 437,00    
2015;F;D;211;ECOLES MATERNELLES;60613; 22 500,00    
2015;F;D;211;ECOLES MATERNELLES;60628; 70 000,00    
2015;F;D;211;ECOLES MATERNELLES;60631; 30 000,00    
2015;F;D;211;ECOLES MATERNELLES;60632; 108 772,00    
2015;F;D;211;ECOLES MATERNELLES;6064; 100 000,00    
2015;F;D;211;ECOLES MATERNELLES;6065; 21 000,00    
2015;F;D;211;ECOLES MATERNELLES;6067; 292 496,00    
2015;F;D;211;ECOLES MATERNELLES;6135; 30 000,00    
2015;F;D;211;ECOLES MATERNELLES;61521; 48 000,00    
2015;F;D;211;ECOLES MATERNELLES;61522; 265 895,00    
2015;F;D;211;ECOLES MATERNELLES;61523; 4 587,00    
2015;F;D;211;ECOLES MATERNELLES;61558; 10 000,00    
2015;F;D;211;ECOLES MATERNELLES;6156; 87 000,00    
2015;F;D;211;ECOLES MATERNELLES;6188; 147 500,00    
2015;F;D;211;ECOLES MATERNELLES;6236; 1 500,00    
2015;F;D;211;ECOLES MATERNELLES;6241; 4 777,00    
2015;F;D;211;ECOLES MATERNELLES;6247; 12 000,00    
2015;F;D;211;ECOLES MATERNELLES;6281; 1 400,00    
2015;F;D;211;ECOLES MATERNELLES;6282; 32 487,00    
2015;F;D;211;ECOLES MATERNELLES;6283; 4 777,00    
2015;F;D;211;ECOLES MATERNELLES;637; 100,00    
2015;F;D;211;ECOLES MATERNELLES;64131; 97 129,00    
2015;F;D;211;ECOLES MATERNELLES;6574; 752 200,00    
2015;F;D;211;ECOLES MATERNELLES;658; 23 750,00    
2015;F;D;212;ECOLES PRIMAIRES;60628; 60 000,00    
2015;F;D;212;ECOLES PRIMAIRES;60631; 30 000,00    
2015;F;D;212;ECOLES PRIMAIRES;60632; 85 500,00    
2015;F;D;212;ECOLES PRIMAIRES;6064; 123 240,00    
2015;F;D;212;ECOLES PRIMAIRES;6065; 29 000,00    
2015;F;D;212;ECOLES PRIMAIRES;6067; 386 750,00    
2015;F;D;212;ECOLES PRIMAIRES;611; 4 260,00    
2015;F;D;212;ECOLES PRIMAIRES;6135; 50 000,00    
2015;F;D;212;ECOLES PRIMAIRES;61521; 30 000,00    
2015;F;D;212;ECOLES PRIMAIRES;61522; 323 000,00    
2015;F;D;212;ECOLES PRIMAIRES;61523; 13 377,00    
2015;F;D;212;ECOLES PRIMAIRES;61558; 4 583,00    
2015;F;D;212;ECOLES PRIMAIRES;6156; 178 610,00    
2015;F;D;212;ECOLES PRIMAIRES;617; 1 500,00    
2015;F;D;212;ECOLES PRIMAIRES;6182; 1 000,00    
2015;F;D;212;ECOLES PRIMAIRES;6188; 209 890,00    
2015;F;D;212;ECOLES PRIMAIRES;6227; 1 820,00    
2015;F;D;212;ECOLES PRIMAIRES;6232; 900,00    
2015;F;D;212;ECOLES PRIMAIRES;6233; 1 000,00    
2015;F;D;212;ECOLES PRIMAIRES;6236; 21 500,00    
2015;F;D;212;ECOLES PRIMAIRES;6238; 10 000,00    
2015;F;D;212;ECOLES PRIMAIRES;6241; 4 778,00    
2015;F;D;212;ECOLES PRIMAIRES;6247; 33 000,00    
2015;F;D;212;ECOLES PRIMAIRES;6282; 23 000,00    
2015;F;D;212;ECOLES PRIMAIRES;6283; 4 778,00    
2015;F;D;212;ECOLES PRIMAIRES;6331; 794,00    
2015;F;D;212;ECOLES PRIMAIRES;64111; 16 422,00    
2015;F;D;212;ECOLES PRIMAIRES;64112; 171,00    
2015;F;D;212;ECOLES PRIMAIRES;64118; 1 860,00    
2015;F;D;212;ECOLES PRIMAIRES;64131; 524 690,00    
2015;F;D;212;ECOLES PRIMAIRES;6451; 10 138,00    
2015;F;D;212;ECOLES PRIMAIRES;6453; 6 290,00    
2015;F;D;212;ECOLES PRIMAIRES;64731; 321 168,00    
2015;F;D;212;ECOLES PRIMAIRES;6558; 12 000,00    
2015;F;D;212;ECOLES PRIMAIRES;6574; 1 149 995,00    
2015;F;D;213;CLASSES REGROUPEES;60636; 43 000,00    
2015;F;D;213;CLASSES REGROUPEES;6064; 6 000,00    
2015;F;D;213;CLASSES REGROUPEES;61522; 146 660,00    
2015;F;D;213;CLASSES REGROUPEES;6156; 15 000,00    
2015;F;D;213;CLASSES REGROUPEES;617; 5 760,00    
2015;F;D;213;CLASSES REGROUPEES;6231; 100 000,00    
2015;F;D;213;CLASSES REGROUPEES;6262; 30 000,00    
2015;F;D;213;CLASSES REGROUPEES;6331; 569 562,00    
2015;F;D;213;CLASSES REGROUPEES;64111; 21 860 036,00    
2015;F;D;213;CLASSES REGROUPEES;64112; 754 520,00    
2015;F;D;213;CLASSES REGROUPEES;64118; 4 305 154,00    
2015;F;D;213;CLASSES REGROUPEES;64131; 7 122 187,00    
