n_amenageur;n_operateur;n_enseigne;id_station;n_station;ad_station;code_insee;Xlongitude;Ylatitude;nbre_pdc;id_pdc;puiss_max;type_prise;acces_recharge;accessibilité;observations;date_maj
"LM - Tassin (magasin 117)";DRIVECO;"LM - Tassin (magasin 117)";FR*E11*PLMTASSIN69160*1;"LM - Tassin (magasin 117)";"12 Avenue Victor Hugo 69160 Tassin-la-Demi-Lune";69244;4.786980;45.769600;4;FR*E11*E10162*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - Villeneuve d'Ascq";DRIVECO;"JLR - Villeneuve d'Ascq";FR*G41*PJLRASCQ59650*1;"JLR - Villeneuve d'Ascq";"Boulevard de l'Ouest 59650 Villeneuve-d'Ascq";59350;3.120357;50.631029;5;FR*G41*E10165*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - Villeneuve d'Ascq";DRIVECO;"JLR - Villeneuve d'Ascq";FR*G41*PJLRASCQ59650*1;"JLR - Villeneuve d'Ascq";"Boulevard de l'Ouest 59650 Villeneuve-d'Ascq";59350;3.120357;50.631029;5;FR*G41*E10165*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Aventim - Lazaro3";DRIVECO;"Aventim - Lazaro3";FR*SSD*PAVENTIMLAZARO359520*1;"Aventim - Lazaro3";"187 rue de Menin Parc de l?Innovation 59520 Marquette-Lez-Lille";59386;3.083205;50.679924;4;FR*SSD*E10166*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Aventim - Lazaro3";DRIVECO;"Aventim - Lazaro3";FR*SSD*PAVENTIMLAZARO359520*1;"Aventim - Lazaro3";"187 rue de Menin Parc de l?Innovation 59520 Marquette-Lez-Lille";59386;3.083205;50.679924;4;FR*SSD*E10166*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Aventim - Lazaro3";DRIVECO;"Aventim - Lazaro3";FR*SSD*PAVENTIMLAZARO359520*1;"Aventim - Lazaro3";"187 rue de Menin Parc de l?Innovation 59520 Marquette-Lez-Lille";59386;3.083205;50.679924;4;FR*SSD*E10167*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Aventim - Lazaro3";DRIVECO;"Aventim - Lazaro3";FR*SSD*PAVENTIMLAZARO359520*1;"Aventim - Lazaro3";"187 rue de Menin Parc de l?Innovation 59520 Marquette-Lez-Lille";59386;3.083205;50.679924;4;FR*SSD*E10167*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Aventim - Hôtel Najeti";DRIVECO;"Aventim - Hôtel Najeti";FR*SSD*PAVENTIMAERODROME59910*1;"Aventim - Hôtel Najeti";"Parc de l'aérodrome 59910 Bondues";59090;3.084730;50.684700;2;FR*SSD*E10168*P1;22.08;"T2, EF";Payant;"24/24 7/7 jours";;2020/12/15
"Aventim - Hôtel Najeti";DRIVECO;"Aventim - Hôtel Najeti";FR*SSD*PAVENTIMAERODROME59910*1;"Aventim - Hôtel Najeti";"Parc de l'aérodrome 59910 Bondues";59090;3.084730;50.684700;2;FR*SSD*E10168*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"Aventim - Restaurant au Bureau";DRIVECO;"Aventim - Restaurant au Bureau";FR*SSD*PAVENTIMAERODROME59910*2;"Aventim - Restaurant au Bureau";"Parc de l'aérodrome 59910 Bondues";59090;3.084730;50.684700;2;FR*SSD*E10169*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Aventim - Restaurant au Bureau";DRIVECO;"Aventim - Restaurant au Bureau";FR*SSD*PAVENTIMAERODROME59910*2;"Aventim - Restaurant au Bureau";"Parc de l'aérodrome 59910 Bondues";59090;3.084730;50.684700;2;FR*SSD*E10169*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Géant Casino - Mezzavia";DRIVECO;"Géant Casino - Mezzavia";FR*SSD*PCORINASSETMANAGEMENT;"Géant Casino - Mezzavia";"La Rocade, Route de Mezzavia 20167 Ajaccio";2A004;8.777210;41.949402;4;FR*SSD*E10170*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Géant Casino - Mezzavia";DRIVECO;"Géant Casino - Mezzavia";FR*SSD*PCORINASSETMANAGEMENT;"Géant Casino - Mezzavia";"La Rocade, Route de Mezzavia 20167 Ajaccio";2A004;8.777210;41.949402;4;FR*SSD*E10170*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Géant Casino - Mezzavia";DRIVECO;"Géant Casino - Mezzavia";FR*SSD*PCORINASSETMANAGEMENT;"Géant Casino - Mezzavia";"La Rocade, Route de Mezzavia 20167 Ajaccio";2A004;8.777210;41.949402;4;FR*SSD*E10171*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Géant Casino - Mezzavia";DRIVECO;"Géant Casino - Mezzavia";FR*SSD*PCORINASSETMANAGEMENT;"Géant Casino - Mezzavia";"La Rocade, Route de Mezzavia 20167 Ajaccio";2A004;8.777210;41.949402;4;FR*SSD*E10171*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Bordeaux le Lac (magasin 37)";DRIVECO;"LM - Bordeaux le Lac (magasin 37)";FR*E11*PLMBORDEAUX33300*P1;"LM - Bordeaux le Lac (magasin 37)";"Avenue des 40 Journaux 33300 Bordeaux";33063;-0.565578;44.882801;4;FR*E11*E10185*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Bordeaux le Lac (magasin 37)";DRIVECO;"LM - Bordeaux le Lac (magasin 37)";FR*E11*PLMBORDEAUX33300*P1;"LM - Bordeaux le Lac (magasin 37)";"Avenue des 40 Journaux 33300 Bordeaux";33063;-0.565578;44.882801;4;FR*E11*E10185*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Bordeaux le Lac (magasin 37)";DRIVECO;"LM - Bordeaux le Lac (magasin 37)";FR*E11*PLMBORDEAUX33300*P1;"LM - Bordeaux le Lac (magasin 37)";"Avenue des 40 Journaux 33300 Bordeaux";33063;-0.565578;44.882801;4;FR*E11*E10186*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Bordeaux le Lac (magasin 37)";DRIVECO;"LM - Bordeaux le Lac (magasin 37)";FR*E11*PLMBORDEAUX33300*P1;"LM - Bordeaux le Lac (magasin 37)";"Avenue des 40 Journaux 33300 Bordeaux";33063;-0.565578;44.882801;4;FR*E11*E10186*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - RBC Reims";DRIVECO;"JLR - RBC Reims";FR*G41*PJLRREIMS51420*1;"JLR - RBC Reims";"Parc d'Activités Sud, Rue Rayet-Liénart 51420 Witry-lès-Reims";51662;4.113380;49.283798;7;FR*G41*E10184*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - RBC Reims";DRIVECO;"JLR - RBC Reims";FR*G41*PJLRREIMS51420*1;"JLR - RBC Reims";"Parc d'Activités Sud, Rue Rayet-Liénart 51420 Witry-lès-Reims";51662;4.113380;49.283798;7;FR*G41*E10184*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - SVA GAP";DRIVECO;"JLR - SVA GAP";FR*G41*PJLRSVAGAP05000*P1;"JLR - SVA GAP";"78 Route des Eyssagnières 05000 Gap";05061;6.051880;44.541000;5;FR*G41*E10187*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - SVA GAP";DRIVECO;"JLR - SVA GAP";FR*G41*PJLRSVAGAP05000*P1;"JLR - SVA GAP";"78 Route des Eyssagnières 05000 Gap";05061;6.051880;44.541000;5;FR*G41*E10187*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - SVA Avignon le Pontet";DRIVECO;"JLR - SVA Avignon le Pontet";FR*G41*PJLRSVAAVIGNON84130*1;"JLR - SVA Avignon le Pontet";"1000 avenue de Fontvert 84130 Le Pontet";84092;4.874220;43.977100;8;FR*G41*E10190*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - SVA Avignon le Pontet";DRIVECO;"JLR - SVA Avignon le Pontet";FR*G41*PJLRSVAAVIGNON84130*1;"JLR - SVA Avignon le Pontet";"1000 avenue de Fontvert 84130 Le Pontet";84092;4.874220;43.977100;8;FR*G41*E10190*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - SVA Avignon le Pontet";DRIVECO;"JLR - SVA Avignon le Pontet";FR*G41*PJLRSVAAVIGNON84130*1;"JLR - SVA Avignon le Pontet";"1000 avenue de Fontvert 84130 Le Pontet";84092;4.874220;43.977100;8;FR*G41*E10191*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - SVA Avignon le Pontet";DRIVECO;"JLR - SVA Avignon le Pontet";FR*G41*PJLRSVAAVIGNON84130*1;"JLR - SVA Avignon le Pontet";"1000 avenue de Fontvert 84130 Le Pontet";84092;4.874220;43.977100;8;FR*G41*E10191*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - SVA Manosque";DRIVECO;"JLR - SVA Manosque";FR*G41*PJLRSVAMANOSQUE04130*1;"JLR - SVA Manosque";"ZA la Carretière, Rue des Entreprises 04130 Volx";04245;5.840520;43.864201;4;FR*G41*E10192*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - SVA Manosque";DRIVECO;"JLR - SVA Manosque";FR*G41*PJLRSVAMANOSQUE04130*1;"JLR - SVA Manosque";"ZA la Carretière, Rue des Entreprises 04130 Volx";04245;5.840520;43.864201;4;FR*G41*E10192*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - GRIM - Béziers";DRIVECO;"JLR - GRIM - Béziers";FR*G41*PJLRGRIMBEZIERS34500*1;"JLR - GRIM - Béziers";"30 avenue de la voie Domitienne 34500 BEZIERS";34032;3.251400;43.347198;7;FR*G41*E10194*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - GRIM - Béziers";DRIVECO;"JLR - GRIM - Béziers";FR*G41*PJLRGRIMBEZIERS34500*1;"JLR - GRIM - Béziers";"30 avenue de la voie Domitienne 34500 BEZIERS";34032;3.251400;43.347198;7;FR*G41*E10194*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - GRIM - Montpellier";DRIVECO;"JLR - GRIM - Montpellier";FR*G41*PJLRGRIMMONTPELLIER34070*1;"JLR - GRIM - Montpellier";"94 rue du Commandant MASSOUD, ZA Garosud SUD 34070 MONTPELLIER";34172;3.869950;43.576099;5;FR*G41*E10196*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - GRIM - Montpellier";DRIVECO;"JLR - GRIM - Montpellier";FR*G41*PJLRGRIMMONTPELLIER34070*1;"JLR - GRIM - Montpellier";"94 rue du Commandant MASSOUD, ZA Garosud SUD 34070 MONTPELLIER";34172;3.869950;43.576099;5;FR*G41*E10196*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - JFC - Caen";DRIVECO;"JLR - JFC - Caen";FR*G41*PJLRJFC14112*1;"JLR - JFC - Caen";"Rond-Point de la Bijude 14112 Bieville-Beuville";14068;-0.367926;49.227798;9;FR*G41*E10203*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - JFC - Caen";DRIVECO;"JLR - JFC - Caen";FR*G41*PJLRJFC14112*1;"JLR - JFC - Caen";"Rond-Point de la Bijude 14112 Bieville-Beuville";14068;-0.367926;49.227798;9;FR*G41*E10203*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - JFC - Caen";DRIVECO;"JLR - JFC - Caen";FR*G41*PJLRJFC14112*1;"JLR - JFC - Caen";"Rond-Point de la Bijude 14112 Bieville-Beuville";14068;-0.367926;49.227798;9;FR*G41*E10204*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - JFC - Caen";DRIVECO;"JLR - JFC - Caen";FR*G41*PJLRJFC14112*1;"JLR - JFC - Caen";"Rond-Point de la Bijude 14112 Bieville-Beuville";14068;-0.367926;49.227798;9;FR*G41*E10204*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - JFC - Caen";DRIVECO;"JLR - JFC - Caen";FR*G41*PJLRJFC14112*1;"JLR - JFC - Caen";"Rond-Point de la Bijude 14112 Bieville-Beuville";14068;-0.367926;49.227798;9;FR*G41*E10206*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - JFC - Caen";DRIVECO;"JLR - JFC - Caen";FR*G41*PJLRJFC14112*1;"JLR - JFC - Caen";"Rond-Point de la Bijude 14112 Bieville-Beuville";14068;-0.367926;49.227798;9;FR*G41*E10206*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - JFC - Evreux";DRIVECO;"JLR - JFC - Evreux";FR*G41*PJLRJFC27930*1;"JLR - JFC - Evreux";"Rond-point de Caër 27930 Normanville";27439;1.172570;49.058998;5;FR*G41*E10208*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - JFC - Evreux";DRIVECO;"JLR - JFC - Evreux";FR*G41*PJLRJFC27930*1;"JLR - JFC - Evreux";"Rond-point de Caër 27930 Normanville";27439;1.172570;49.058998;5;FR*G41*E10208*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - JFC - Le Havre";DRIVECO;"JLR - JFC - Le Havre";FR*G41*PJLRJFC76600*1;"JLR - JFC - Le Havre";"71 RUE DE LA VALLEE 76600 LE HAVRE";76351;0.152993;49.494301;5;FR*G41*E10209*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - JFC - Le Havre";DRIVECO;"JLR - JFC - Le Havre";FR*G41*PJLRJFC76600*1;"JLR - JFC - Le Havre";"71 RUE DE LA VALLEE 76600 LE HAVRE";76351;0.152993;49.494301;5;FR*G41*E10209*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - JFC - Les Andelys";DRIVECO;"JLR - JFC - Les Andelys";FR*G41*PJLRJFC27700*1;"JLR - JFC - Les Andelys";"44 AVENUE DE LA REPUBLIQUE 27700 LES ANDELYS";27016;1.408030;49.244701;5;FR*G41*E10211*P1;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - JFC - Les Andelys";DRIVECO;"JLR - JFC - Les Andelys";FR*G41*PJLRJFC27700*1;"JLR - JFC - Les Andelys";"44 AVENUE DE LA REPUBLIQUE 27700 LES ANDELYS";27016;1.408030;49.244701;5;FR*G41*E10211*P2;7.36;"EF, T2";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - JFC - Lisieux";DRIVECO;"JLR - JFC - Lisieux";FR*G41*PJLRJFC14100*1;"JLR - JFC - Lisieux";"108 RUE PAUL CORNU 14100 LISIEUX";14366;0.218674;49.168598;5;FR*G41*E10213*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - JFC - Lisieux";DRIVECO;"JLR - JFC - Lisieux";FR*G41*PJLRJFC14100*1;"JLR - JFC - Lisieux";"108 RUE PAUL CORNU 14100 LISIEUX";14366;0.218674;49.168598;5;FR*G41*E10213*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - JFC - Lisieux";DRIVECO;"JLR - JFC - Lisieux";FR*G41*PJLRJFC14100*1;"JLR - JFC - Lisieux";"108 RUE PAUL CORNU 14100 LISIEUX";14366;0.218674;49.168598;5;FR*G41*E10214*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - JFC - Lisieux";DRIVECO;"JLR - JFC - Lisieux";FR*G41*PJLRJFC14100*1;"JLR - JFC - Lisieux";"108 RUE PAUL CORNU 14100 LISIEUX";14366;0.218674;49.168598;5;FR*G41*E10214*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - JFC - Rouen";DRIVECO;"JLR - JFC - Rouen";FR*G41*PJLRJFC76000*1;"JLR - JFC - Rouen";"23 rue Amédée Dormoy 76000 Rouen";76540;1.065740;49.447300;5;FR*G41*E10215*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - JFC - Rouen";DRIVECO;"JLR - JFC - Rouen";FR*G41*PJLRJFC76000*1;"JLR - JFC - Rouen";"23 rue Amédée Dormoy 76000 Rouen";76540;1.065740;49.447300;5;FR*G41*E10215*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - AAV Marseille";DRIVECO;"JLR - AAV Marseille";FR*G41*PJLRAAV13010*1;"JLR - AAV Marseille";"4 bd des acieries 13010 Marseille";13055;5.401350;43.276699;7;FR*G41*E10217*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - AAV Marseille";DRIVECO;"JLR - AAV Marseille";FR*G41*PJLRAAV13010*1;"JLR - AAV Marseille";"4 bd des acieries 13010 Marseille";13055;5.401350;43.276699;7;FR*G41*E10217*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - AAV Toulon";DRIVECO;"JLR - AAV Toulon";FR*G41*PJLRAAV83130*1;"JLR - AAV Toulon";"846 AVE DE DRAGUIGNAN ZI TOULON EST 83130 La Garde";83062;6.035920;43.140400;2;FR*G41*E10220*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - AAV Toulon";DRIVECO;"JLR - AAV Toulon";FR*G41*PJLRAAV83130*1;"JLR - AAV Toulon";"846 AVE DE DRAGUIGNAN ZI TOULON EST 83130 La Garde";83062;6.035920;43.140400;2;FR*G41*E10220*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - Opale";DRIVECO;"JLR - Opale";FR*G41*PJLROPALE62360*1;"JLR - Opale";"118 bd de la liane, ZI de la Liane 62200 Boulogne-sur-Mer";62755;1.609500;50.695702;5;FR*G41*E10222*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - Opale";DRIVECO;"JLR - Opale";FR*G41*PJLROPALE62360*1;"JLR - Opale";"118 bd de la liane, ZI de la Liane 62200 Boulogne-sur-Mer";62755;1.609500;50.695702;5;FR*G41*E10222*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Hôtel AKENA Besançon";DRIVECO;"Hôtel AKENA Besançon";FR*E47*PHOTELAKENA25000*1;"Hôtel AKENA Besançon";"1 Rue Claude Girard 25770 Vaux-les-Prés  France";25147;5.900469;47.234722;6;FR*E47*E10231*P1;22.08;"T2, EF";Payant;"24/24 7/7 jours";;2020/12/15
"Hôtel AKENA Besançon";DRIVECO;"Hôtel AKENA Besançon";FR*E47*PHOTELAKENA25000*1;"Hôtel AKENA Besançon";"1 Rue Claude Girard 25770 Vaux-les-Prés  France";25147;5.900469;47.234722;6;FR*E47*E10231*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"Hôtel AKENA Besançon";DRIVECO;"Hôtel AKENA Besançon";FR*E47*PHOTELAKENA25000*1;"Hôtel AKENA Besançon";"1 Rue Claude Girard 25770 Vaux-les-Prés  France";25147;5.900469;47.234722;6;FR*E47*E10232*P1;22.08;"T2, EF";Payant;"24/24 7/7 jours";;2020/12/15
"Hôtel AKENA Besançon";DRIVECO;"Hôtel AKENA Besançon";FR*E47*PHOTELAKENA25000*1;"Hôtel AKENA Besançon";"1 Rue Claude Girard 25770 Vaux-les-Prés  France";25147;5.900469;47.234722;6;FR*E47*E10232*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"Hôtel AKENA Besançon";DRIVECO;"Hôtel AKENA Besançon";FR*E47*PHOTELAKENA25000*1;"Hôtel AKENA Besançon";"1 Rue Claude Girard 25770 Vaux-les-Prés  France";25147;5.900469;47.234722;6;FR*E47*E10233*P1;22.08;"T2, EF";Payant;"24/24 7/7 jours";;2020/12/15
"Hôtel AKENA Besançon";DRIVECO;"Hôtel AKENA Besançon";FR*E47*PHOTELAKENA25000*1;"Hôtel AKENA Besançon";"1 Rue Claude Girard 25770 Vaux-les-Prés  France";25147;5.900469;47.234722;6;FR*E47*E10233*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"IMT Douai - Bourseul";DRIVECO;"IMT Douai - Bourseul";FR*E45*PIMTDOUAI59508*1;"IMT Douai - Bourseul";"941 Rue Charles Bourseul 59500 Douai";59178;3.067640;50.375500;4;FR*E45*E10224*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"IMT Douai - Bourseul";DRIVECO;"IMT Douai - Bourseul";FR*E45*PIMTDOUAI59508*1;"IMT Douai - Bourseul";"941 Rue Charles Bourseul 59500 Douai";59178;3.067640;50.375500;4;FR*E45*E10224*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"IMT Douai - Lahure - Centre de Recherche";DRIVECO;"IMT Douai - Lahure - Centre de Recherche";FR*E45*PIMTDOUAI59508*2;"IMT Douai - Lahure - Centre de Recherche";"764 Boulevard Lahure 59500 Douai Cedex";59178;3.082700;50.386600;4;FR*E45*E10225*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"IMT Douai - Lahure - Centre de Recherche";DRIVECO;"IMT Douai - Lahure - Centre de Recherche";FR*E45*PIMTDOUAI59508*2;"IMT Douai - Lahure - Centre de Recherche";"764 Boulevard Lahure 59500 Douai Cedex";59178;3.082700;50.386600;4;FR*E45*E10225*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"IMT Douai - Lille Villeneuve";DRIVECO;"IMT Douai - Lille Villeneuve";FR*E45*PIMTDOUAI59650*1;"IMT Douai - Lille Villeneuve";"20 Rue Guglielmo Marconi 59650 Villeneuve-d'Ascq";59009;3.134580;50.611500;4;FR*E45*E10226*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"IMT Douai - Lille Villeneuve";DRIVECO;"IMT Douai - Lille Villeneuve";FR*E45*PIMTDOUAI59650*1;"IMT Douai - Lille Villeneuve";"20 Rue Guglielmo Marconi 59650 Villeneuve-d'Ascq";59009;3.134580;50.611500;4;FR*E45*E10226*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Avignon Le Pontet (magasin 188)";DRIVECO;"LM - Avignon Le Pontet (magasin 188)";FR*E11*PLMAVIGNON84130*1;"LM - Avignon Le Pontet (magasin 188)";"193 avenue Isaac Newton 84130 Le Pontet";84092;4.877270;43.981602;6;FR*E11*E10172*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Avignon Le Pontet (magasin 188)";DRIVECO;"LM - Avignon Le Pontet (magasin 188)";FR*E11*PLMAVIGNON84130*1;"LM - Avignon Le Pontet (magasin 188)";"193 avenue Isaac Newton 84130 Le Pontet";84092;4.877270;43.981602;6;FR*E11*E10172*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Avignon Le Pontet (magasin 188)";DRIVECO;"LM - Avignon Le Pontet (magasin 188)";FR*E11*PLMAVIGNON84130*1;"LM - Avignon Le Pontet (magasin 188)";"193 avenue Isaac Newton 84130 Le Pontet";84092;4.877270;43.981602;6;FR*E11*E10173*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Avignon Le Pontet (magasin 188)";DRIVECO;"LM - Avignon Le Pontet (magasin 188)";FR*E11*PLMAVIGNON84130*1;"LM - Avignon Le Pontet (magasin 188)";"193 avenue Isaac Newton 84130 Le Pontet";84092;4.877270;43.981602;6;FR*E11*E10173*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Avignon Le Pontet (magasin 188)";DRIVECO;"LM - Avignon Le Pontet (magasin 188)";FR*E11*PLMAVIGNON84130*1;"LM - Avignon Le Pontet (magasin 188)";"193 avenue Isaac Newton 84130 Le Pontet";84092;4.877270;43.981602;6;FR*E11*E10174*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Avignon Le Pontet (magasin 188)";DRIVECO;"LM - Avignon Le Pontet (magasin 188)";FR*E11*PLMAVIGNON84130*1;"LM - Avignon Le Pontet (magasin 188)";"193 avenue Isaac Newton 84130 Le Pontet";84092;4.877270;43.981602;6;FR*E11*E10174*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - ABC - Nice";DRIVECO;"JLR - ABC - Nice";FR*G41*PJLRABC06200*1;"JLR - ABC - Nice";"Boulevard Maurice Slama Contre Allée RN 202 06200 Nice";06088;7.201751;43.688759;5;FR*G41*E10228*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - ABC - Nice";DRIVECO;"JLR - ABC - Nice";FR*G41*PJLRABC06200*1;"JLR - ABC - Nice";"Boulevard Maurice Slama Contre Allée RN 202 06200 Nice";06088;7.201751;43.688759;5;FR*G41*E10228*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - ABC - Cannes";DRIVECO;"JLR - ABC - Cannes";FR*G41*PJLRABC06110*1;"JLR - ABC - Cannes";"50 avenue du Campon 06110 Le Cannet";06030;7.012806;43.574314;3;FR*G41*E10230*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - ABC - Cannes";DRIVECO;"JLR - ABC - Cannes";FR*G41*PJLRABC06110*1;"JLR - ABC - Cannes";"50 avenue du Campon 06110 Le Cannet";06030;7.012806;43.574314;3;FR*G41*E10230*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - SVA Avignon le Pontet";DRIVECO;"JLR - SVA Avignon le Pontet";FR*G41*PJLRSVAAVIGNON84130*1;"JLR - SVA Avignon le Pontet";"1000 avenue de Fontvert 84130 Le Pontet";84092;4.874220;43.977100;8;FR*G41*E17010A00000201*P1;24.00;Combo;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - Nudant";DRIVECO;"JLR - Nudant";FR*G41*PJLRNUDANT21300*1;"JLR - Nudant";"1 Rue Antoine Becquerel 21300 Chenôve";21166;5.021480;47.287102;5;FR*G41*E10235*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - Nudant";DRIVECO;"JLR - Nudant";FR*G41*PJLRNUDANT21300*1;"JLR - Nudant";"1 Rue Antoine Becquerel 21300 Chenôve";21166;5.021480;47.287102;5;FR*G41*E10235*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - GRIM - Nîmes";DRIVECO;"JLR - GRIM - Nîmes";FR*G41*PJLRGRIMNIMES30900*1;"JLR - GRIM - Nîmes";"300 Avenue Maurice Trintignant 30900 NIMES";30189;4.341260;43.814400;5;FR*G41*E10237*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - GRIM - Nîmes";DRIVECO;"JLR - GRIM - Nîmes";FR*G41*PJLRGRIMNIMES30900*1;"JLR - GRIM - Nîmes";"300 Avenue Maurice Trintignant 30900 NIMES";30189;4.341260;43.814400;5;FR*G41*E10237*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
